Label;Area;X;Y;Perim.;BX;BY;Width;Height;Circ.;AR;Round;Solidity;Year
DH 216 A_2.jpg:0005-1885;454301.00;8331915.00;1318477.00;87181.00;8323077.00;1302797.00;18182.00;30769.00;0.75;1724.00;0.58;0.94;2006.00
DH 216 A_2.jpg:0006-1885;296836.00;8352331.00;1318637.00;71527.00;8346154.00;1304895.00;12587.00;27273.00;0.73;2279.00;0.44;0.96;2006.00
DH 216 A_2.jpg:0007-1888;209301.00;8368569.00;1321314.00;66512.00;8363636.00;1307692.00;10490.00;25874.00;0.60;2735.00;0.37;0.93;2006.00
DH 216 A_2.jpg:0008-1886;89002.00;8380035.00;1318770.00;45024.00;8376923.00;1309091.00;5594.00;19580.00;0.55;3497.00;0.29;0.94;2006.00
DH 216 A_2.jpg:0009-1887;55259.00;8389458.00;1319843.00;46013.00;8387413.00;1309091.00;4196.00;20979.00;0.33;5985.00;0.17;0.80;2006.00
DH 216 A_2.jpg:0010-1932;623013.00;8229778.00;1351240.00;94174.00;8216084.00;1337762.00;26573.00;27273.00;0.88;1063.00;0.94;0.96;2006.00
DH 216 A_2.jpg:0011-1931;534500.00;8258189.00;1350161.00;88919.00;8246154.00;1337762.00;25874.00;25874.00;0.85;1201.00;0.83;0.96;2006.00
DH 216 A_2.jpg:0012-1932;290479.00;8340748.00;1351236.00;66272.00;8333566.00;1339161.00;13986.00;24476.00;0.83;1746.00;0.57;0.96;2006.00
DH 216 A_2.jpg:0013-1934;512984.00;8288562.00;1353500.00;88509.00;8274126.00;1340559.00;27273.00;24476.00;0.82;1124.00;0.89;0.95;2006.00
DH 216 A_2.jpg:0014-1935;470439.00;8318361.00;1353821.00;81347.00;8306993.00;1340559.00;22378.00;25874.00;0.89;1162.00;0.86;0.96;2006.00
DH 216 A_2.jpg:0015-1931;220060.00;8357915.00;1350297.00;57132.00;8351748.00;1340559.00;12587.00;20280.00;0.85;1637.00;0.61;0.96;2006.00
DH 216 A_2.jpg:0016-1934;165289.00;8372578.00;1354076.00;56143.00;8367832.00;1341958.00;9790.00;21678.00;0.66;2326.00;0.43;0.93;2006.00
DH 216 A_2.jpg:0017-1935;109541.00;8384750.00;1353122.00;46183.00;8381119.00;1343357.00;6993.00;19580.00;0.65;3033.00;0.33;0.93;2006.00
DH 216 A_2.jpg:0001-1652;455768.00;8272691.00;1156537.00;83734.00;8260839.00;1142657.00;23077.00;25175.00;0.82;1150.00;0.87;0.95;2006.00
DH 216 A_2.jpg:0002-1658;571177.00;8219086.00;1160263.00;102495.00;8206294.00;1145455.00;25175.00;27972.00;0.68;1089.00;0.92;0.93;2006.00
DH 216 A_2.jpg:0003-1659;507115.00;8245853.00;1160248.00;85543.00;8234266.00;1146853.00;23776.00;26573.00;0.87;1220.00;0.82;0.96;2006.00
DH 216 A_2.jpg:0004-1657;318353.00;8297143.00;1158735.00;69070.00;8288811.00;1147552.00;17483.00;22378.00;0.84;1411.00;0.71;0.95;2006.00
DH 216 A_2.jpg:0005-1657;412734.00;8319838.00;1158966.00;79779.00;8309091.00;1147552.00;21678.00;23077.00;0.82;1168.00;0.86;0.94;2006.00
DH 216 A_2.jpg:0006-1659;326666.00;8342863.00;1160782.00;73605.00;8334266.00;1148252.00;18881.00;23776.00;0.76;1576.00;0.64;0.94;2006.00
DH 216 A_2.jpg:0007-1659;340848.00;8364287.00;1159858.00;74354.00;8354545.00;1148951.00;19580.00;23077.00;0.78;1336.00;0.75;0.93;2006.00
DH 216 A_2.jpg:0008-1660;121277.00;8380084.00;1160991.00;53416.00;8376923.00;1149650.00;6294.00;23077.00;0.53;3928.00;0.26;0.93;2006.00
DH 216 A_2.jpg:0009-1660;66996.00;8389038.00;1160581.00;43626.00;8386713.00;1151049.00;4895.00;19580.00;0.44;4920.00;0.20;0.85;2006.00
DH 216 A_2.jpg:0001-1454;644530.00;8224091.00;1017076.00;97381.00;8210490.00;1002797.00;27273.00;27972.00;0.85;1229.00;0.81;0.97;2006.00
DH 216 A_2.jpg:0002-1452;534989.00;8252242.00;1015699.00;87831.00;8239860.00;1002797.00;24476.00;25175.00;0.87;1121.00;0.89;0.97;2006.00
DH 216 A_2.jpg:0003-1453;483642.00;8308647.00;1016956.00;83395.00;8297902.00;1002797.00;20979.00;27273.00;0.87;1273.00;0.79;0.96;2006.00
DH 216 A_2.jpg:0004-1454;556506.00;8280193.00;1016514.00;90798.00;8267832.00;1003497.00;24476.00;26573.00;0.85;1039.00;0.96;0.96;2006.00
DH 216 A_2.jpg:0005-1456;357964.00;8331464.00;1018856.00;75074.00;8323776.00;1004895.00;16084.00;26573.00;0.80;1729.00;0.58;0.96;2006.00
DH 216 A_2.jpg:0006-1456;287545.00;8349629.00;1018366.00;70228.00;8341958.00;1005594.00;15385.00;25874.00;0.73;2041.00;0.49;0.93;2006.00
DH 216 A_2.jpg:0007-1457;154042.00;8363986.00;1018658.00;57541.00;8359441.00;1006993.00;9091.00;23776.00;0.59;3229.00;0.31;0.91;2006.00
DH 216 A_2.jpg:0008-1456;139860.00;8376595.00;1018869.00;55324.00;8372028.00;1006993.00;9091.00;23077.00;0.57;3385.00;0.30;0.91;2006.00
DH 216 A_2.jpg:0001-1167;554061.00;8190950.00;817114.00;90727.00;8179720.00;801399.00;22378.00;30070.00;0.85;1383.00;0.72;0.96;2006.00
DH 216 A_2.jpg:0002-1172;832315.00;8244904.00;819882.00;112385.00;8227972.00;804196.00;34266.00;31469.00;0.83;1319.00;0.76;0.95;2006.00
DH 216 A_2.jpg:0003-1172;412734.00;8216069.00;820515.00;82576.00;8206993.00;804895.00;18182.00;30070.00;0.76;1943.00;0.52;0.94;2006.00
DH 216 A_2.jpg:0004-1173;501736.00;8277477.00;820905.00;85712.00;8265734.00;806294.00;23077.00;27972.00;0.86;1385.00;0.72;0.96;2006.00
DH 216 A_2.jpg:0005-1173;223972.00;8325712.00;820156.00;63885.00;8318881.00;808392.00;12587.00;24476.00;0.69;2366.00;0.42;0.93;2006.00
DH 216 A_2.jpg:0006-1173;154531.00;8338417.00;820023.00;57781.00;8334266.00;808392.00;7692.00;24476.00;0.58;3445.00;0.29;0.95;2006.00
DH 216 A_2.jpg:0007-1176;497335.00;8304844.00;823180.00;87351.00;8293706.00;809091.00;23776.00;27273.00;0.82;1293.00;0.77;0.95;2006.00
DH 216 A_2.jpg:0008-1171;62595.00;8348596.00;819143.00;44615.00;8346154.00;809091.00;4196.00;20280.00;0.40;5038.00;0.20;0.90;2006.00
DH 216 A_2.jpg:0009-1172;76287.00;8356352.00;819948.00;48231.00;8353846.00;809091.00;4895.00;21678.00;0.41;5840.00;0.17;0.86;2006.00
DH 216 A_2.jpg:0010-1219;487065.00;8189046.00;852110.00;87591.00;8179720.00;837063.00;18881.00;30769.00;0.80;1591.00;0.63;0.96;2006.00
DH 216 A_2.jpg:0011-1220;441097.00;8211856.00;853313.00;81347.00;8202098.00;839860.00;20280.00;26573.00;0.84;1322.00;0.76;0.96;2006.00
DH 216 A_2.jpg:0012-1222;580468.00;8239232.00;854395.00;92705.00;8226573.00;840559.00;25175.00;28671.00;0.85;1281.00;0.78;0.95;2006.00
DH 216 A_2.jpg:0013-1223;437674.00;8265459.00;855460.00;81177.00;8255944.00;841259.00;18881.00;27972.00;0.84;1498.00;0.67;0.96;2006.00
DH 216 A_2.jpg:0014-1223;320309.00;8333256.00;855126.00;74254.00;8325874.00;841259.00;14685.00;27972.00;0.73;2134.00;0.47;0.94;2006.00
DH 216 A_2.jpg:0015-1223;395129.00;8289035.00;855356.00;76812.00;8279021.00;843357.00;20280.00;24476.00;0.84;1342.00;0.75;0.95;2006.00
DH 216 A_2.jpg:0016-1223;362854.00;8312717.00;855505.00;72276.00;8303497.00;844056.00;18182.00;23077.00;0.87;1350.00;0.74;0.96;2006.00
DH 216 A_2.jpg:0017-1222;138882.00;8348922.00;854937.00;51947.00;8344755.00;844056.00;8392.00;20979.00;0.65;2784.00;0.36;0.93;2006.00
DH 216 A_2.jpg:0018-1222;94381.00;8361471.00;854812.00;45533.00;8358042.00;844755.00;6993.00;19580.00;0.57;2877.00;0.35;0.90;2006.00
DH 216 A_2.jpg:0001-0471;403443.00;8167181.00;329249.00;79609.00;8157343.00;317483.00;19580.00;23776.00;0.80;1152.00;0.87;0.95;2006.00
DH 216 A_2.jpg:0002-0470;420558.00;8191513.00;329246.00;79439.00;8180420.00;317483.00;22378.00;22378.00;0.84;1039.00;0.96;0.95;2006.00
DH 216 A_2.jpg:0004-0470;385349.00;8219318.00;329284.00;80118.00;8208392.00;318881.00;22378.00;20280.00;0.75;1239.00;0.81;0.94;2006.00
DH 216 A_2.jpg:0005-0475;422515.00;8247897.00;332526.00;79609.00;8237063.00;320979.00;22378.00;23077.00;0.84;1101.00;0.91;0.95;2006.00
DH 216 A_2.jpg:0006-0476;426916.00;8276387.00;332784.00;79030.00;8265734.00;320979.00;21678.00;23776.00;0.86;1040.00;0.96;0.96;2006.00
DH 216 A_2.jpg:0007-0476;249401.00;8300609.00;332959.00;60918.00;8293706.00;323077.00;13986.00;20280.00;0.85;1464.00;0.68;0.96;2006.00
DH 216 A_2.jpg:0008-0476;112475.00;8316300.00;332901.00;48161.00;8311888.00;323077.00;8392.00;19580.00;0.61;2953.00;0.34;0.86;2006.00
DH 216 A_2.jpg:0009-0473;35699.00;8335937.00;330860.00;30869.00;8334266.00;323776.00;3497.00;13986.00;0.47;3938.00;0.25;0.87;2006.00
DH 216 A_2.jpg:0010-0475;27385.00;8326573.00;332717.00;27492.00;8325175.00;325874.00;2797.00;12587.00;0.46;4226.00;0.24;0.89;2006.00
DH 216 A_2.jpg:0002-0248;495379.00;8381284.00;174011.00;87351.00;8371329.00;158741.00;20280.00;30070.00;0.82;1442.00;0.69;0.96;2007.00
DH 216 A_2.jpg:0004-0253;411267.00;8403144.00;177266.00;81177.00;8393706.00;162937.00;18881.00;27972.00;0.78;1594.00;0.63;0.94;2007.00
DH 216 A_2.jpg:0005-0252;469461.00;8424561.00;176632.00;88580.00;8413287.00;162937.00;21678.00;27273.00;0.75;1379.00;0.73;0.93;2007.00
DH 216 A_2.jpg:0006-0254;410778.00;8446625.00;178384.00;78281.00;8437762.00;165035.00;18182.00;25874.00;0.84;1461.00;0.68;0.97;2007.00
DH 216 A_2.jpg:0007-0255;217615.00;8465440.00;178451.00;60678.00;8459441.00;167133.00;11888.00;23077.00;0.74;2004.00;0.50;0.93;2007.00
DH 216 A_2.jpg:0008-0260;221038.00;8489243.00;182047.00;66512.00;8483916.00;169231.00;10490.00;25874.00;0.63;2752.00;0.36;0.92;2007.00
DH 216 A_2.jpg:0009-0260;84601.00;8477540.00;182160.00;46833.00;8474825.00;172028.00;4895.00;20280.00;0.49;4425.00;0.23;0.92;2007.00
DH 216 A_2.jpg:0010-0263;85579.00;8500398.00;184633.00;46593.00;8497203.00;173427.00;5594.00;20979.00;0.50;3799.00;0.26;0.91;2007.00
DH 216 A_2.jpg:0011-0291;425449.00;8373370.00;204376.00;81247.00;8363636.00;190909.00;19580.00;25175.00;0.81;1283.00;0.78;0.95;2007.00
DH 216 A_2.jpg:0012-0294;470928.00;8396559.00;206020.00;85203.00;8386014.00;193007.00;23077.00;25874.00;0.82;1066.00;0.94;0.94;2007.00
DH 216 A_2.jpg:0013-0296;518852.00;8424329.00;206995.00;92536.00;8411888.00;194406.00;25175.00;25175.00;0.76;1127.00;0.89;0.94;2007.00
DH 216 A_2.jpg:0014-0298;295369.00;8448488.00;208388.00;65523.00;8440559.00;197902.00;15385.00;21678.00;0.87;1452.00;0.69;0.97;2007.00
DH 216 A_2.jpg:0015-0299;137415.00;8464217.00;208694.00;51947.00;8460140.00;198601.00;8392.00;21678.00;0.64;2651.00;0.38;0.92;2007.00
DH 216 A_2.jpg:0016-0303;206367.00;8477786.00;212452.00;59759.00;8472727.00;200699.00;10490.00;23077.00;0.73;2329.00;0.43;0.95;2007.00
DH 216 A_2.jpg:0017-0306;140838.00;8490931.00;214525.00;53176.00;8487413.00;202797.00;6993.00;22378.00;0.63;3142.00;0.32;0.96;2007.00
DH 216 A_2.jpg:0018-0306;101716.00;8500148.00;213539.00;51608.00;8497203.00;202797.00;5594.00;22378.00;0.48;4482.00;0.22;0.90;2007.00
DH 216 A_2.jpg:0001-0803;643552.00;8342777.00;561017.00;98370.00;8329371.00;546853.00;26573.00;29371.00;0.84;1134.00;0.88;0.95;2007.00
DH 216 A_2.jpg:0002-0805;454790.00;8394027.00;562854.00;82985.00;8383916.00;548951.00;20280.00;27972.00;0.83;1528.00;0.65;0.96;2007.00
DH 216 A_2.jpg:0003-0803;390728.00;8369895.00;561190.00;76642.00;8360839.00;549650.00;19580.00;23776.00;0.84;1342.00;0.75;0.95;2007.00
DH 216 A_2.jpg:0004-0805;392195.00;8417415.00;563234.00;78380.00;8407692.00;549650.00;18881.00;26573.00;0.80;1617.00;0.62;0.95;2007.00
DH 216 A_2.jpg:0005-0808;167734.00;8455676.00;564981.00;61737.00;8451748.00;551748.00;7692.00;27273.00;0.55;3709.00;0.27;0.93;2007.00
DH 216 A_2.jpg:0006-0809;148174.00;8444731.00;566827.00;60339.00;8441259.00;552448.00;7692.00;26573.00;0.51;3647.00;0.27;0.91;2007.00
DH 216 A_2.jpg:0007-0808;92425.00;8434131.00;565725.00;47582.00;8430769.00;554545.00;6294.00;20979.00;0.51;3706.00;0.27;0.88;2007.00
DH 216 A_2.jpg:0009-0869;500269.00;8416416.00;607936.00;87591.00;8406993.00;592308.00;18881.00;30769.00;0.82;1613.00;0.62;0.97;2007.00
DH 216 A_2.jpg:0010-0868;547215.00;8391471.00;607345.00;89978.00;8380420.00;593007.00;22378.00;28671.00;0.85;1293.00;0.77;0.96;2007.00
DH 216 A_2.jpg:0011-0869;457724.00;8339397.00;608049.00;83635.00;8330070.00;593706.00;18881.00;28671.00;0.82;1545.00;0.65;0.96;2007.00
DH 216 A_2.jpg:0012-0869;579001.00;8364132.00;607907.00;91956.00;8352448.00;593706.00;24476.00;28671.00;0.86;1230.00;0.81;0.96;2007.00
DH 216 A_2.jpg:0013-0869;226906.00;8447251.00;608196.00;69070.00;8441958.00;593706.00;10490.00;27972.00;0.60;3131.00;0.32;0.92;2007.00
DH 216 A_2.jpg:0014-0868;153064.00;8459716.00;607392.00;63376.00;8455944.00;593706.00;7692.00;27273.00;0.48;4609.00;0.22;0.90;2007.00
DH 216 A_2.jpg:0015-0869;138882.00;8434975.00;607697.00;57781.00;8431469.00;595804.00;6993.00;24476.00;0.52;3992.00;0.25;0.92;2007.00
DH 216 A_2.jpg:0001-1222;988312.00;8387303.00;855892.00;121257.00;8370629.00;837762.00;34266.00;34266.00;0.85;1118.00;0.90;0.97;2007.00
DH 216 A_2.jpg:0002-1226;404421.00;8417696.00;858124.00;79779.00;8409091.00;843357.00;18182.00;28671.00;0.80;1764.00;0.57;0.95;2007.00
DH 216 A_2.jpg:0003-1226;173114.00;8467783.00;858324.00;65043.00;8462238.00;844056.00;11189.00;27273.00;0.51;3777.00;0.27;0.91;2007.00
DH 216 A_2.jpg:0004-1225;88024.00;8476014.00;856391.00;58700.00;8472028.00;844056.00;8392.00;25874.00;0.32;6724.00;0.15;0.84;2007.00
DH 216 A_2.jpg:0005-1226;117854.00;8484327.00;857321.00;62656.00;8479720.00;844056.00;10490.00;26573.00;0.38;5159.00;0.19;0.80;2007.00
DH 216 A_2.jpg:0006-1226;140838.00;8445945.00;857416.00;57471.00;8440559.00;845455.00;9790.00;24476.00;0.54;3511.00;0.29;0.89;2007.00
DH 216 A_2.jpg:0007-1226;106607.00;8457323.00;857192.00;56242.00;8452448.00;845455.00;9790.00;23776.00;0.42;4770.00;0.21;0.85;2007.00
DH 216 A_2.jpg:0008-1229;173603.00;8434728.00;860143.00;61427.00;8429371.00;846853.00;11189.00;25175.00;0.58;2957.00;0.34;0.91;2007.00
DH 216 A_2.jpg:0009-1275;898821.00;8395807.00;891112.00;120706.00;8374825.00;877622.00;41259.00;27972.00;0.78;1542.00;0.65;0.94;2007.00
DH 216 A_2.jpg:0010-1273;395618.00;8428549.00;890486.00;77561.00;8418182.00;877622.00;19580.00;25874.00;0.83;1528.00;0.66;0.96;2007.00
DH 216 A_2.jpg:0011-1271;181916.00;8458296.00;888858.00;59689.00;8452448.00;877622.00;11888.00;23077.00;0.64;2731.00;0.37;0.91;2007.00
DH 216 A_2.jpg:0012-1275;213213.00;8445857.00;892064.00;63645.00;8439860.00;879021.00;12587.00;25175.00;0.66;2530.00;0.40;0.93;2007.00
DH 216 A_2.jpg:0013-1276;287545.00;8482879.00;892190.00;72206.00;8474825.00;879021.00;15385.00;26573.00;0.69;2165.00;0.46;0.92;2007.00
DH 216 A_2.jpg:0014-1275;92425.00;8469721.00;891788.00;53755.00;8466434.00;879720.00;6993.00;23776.00;0.40;5111.00;0.20;0.86;2007.00
DH 216 A_2.jpg:0015-1275;70419.00;8495498.00;892254.00;48331.00;8492308.00;881119.00;6993.00;20979.00;0.38;4726.00;0.21;0.80;2007.00
DH 216 A_2.jpg:0001-1666;498802.00;8406135.00;1164792.00;89569.00;8395804.00;1149650.00;20280.00;30769.00;0.78;1487.00;0.67;0.95;2007.00
DH 216 A_2.jpg:0003-1669;525698.00;8430597.00;1168176.00;89569.00;8419580.00;1153147.00;23077.00;27972.00;0.82;1323.00;0.76;0.95;2007.00
DH 216 A_2.jpg:0004-1669;565798.00;8457032.00;1166959.00;92296.00;8444056.00;1153147.00;25874.00;28671.00;0.84;1448.00;0.69;0.96;2007.00
DH 216 A_2.jpg:0005-1669;547704.00;8483432.00;1167340.00;93355.00;8471329.00;1153147.00;24476.00;27972.00;0.79;1429.00;0.70;0.95;2007.00
DH 216 A_2.jpg:0006-1670;258203.00;8505312.00;1167032.00;65693.00;8498601.00;1155245.00;12587.00;25175.00;0.75;2035.00;0.49;0.96;2007.00
DH 216 A_2.jpg:0007-1672;120788.00;8518509.00;1170169.00;54984.00;8515385.00;1157343.00;6294.00;24476.00;0.50;3985.00;0.25;0.92;2007.00
DH 216 A_2.jpg:0008-1674;221038.00;8530342.00;1171361.00;67911.00;8525175.00;1157343.00;11189.00;26573.00;0.60;2723.00;0.37;0.92;2007.00
DH 216 A_2.jpg:0009-1674;41567.00;8539700.00;1171761.00;42637.00;8537762.00;1160839.00;4196.00;19580.00;0.29;5728.00;0.18;0.78;2007.00
DH 216 A_2.jpg:0010-1713;740868.00;8401044.00;1197193.00;107440.00;8388112.00;1181119.00;28671.00;33566.00;0.81;1207.00;0.83;0.95;2007.00
DH 216 A_2.jpg:0011-1715;373123.00;8450013.00;1199561.00;76232.00;8442657.00;1185315.00;15385.00;28671.00;0.81;1848.00;0.54;0.96;2007.00
DH 216 A_2.jpg:0012-1718;522764.00;8428631.00;1202020.00;89399.00;8416783.00;1187413.00;23077.00;27972.00;0.82;1367.00;0.73;0.96;2007.00
DH 216 A_2.jpg:0013-1716;298303.00;8468340.00;1199742.00;68321.00;8461538.00;1187413.00;13287.00;25175.00;0.80;1908.00;0.52;0.97;2007.00
DH 216 A_2.jpg:0014-1714;166756.00;8500307.00;1199449.00;54335.00;8495804.00;1188112.00;9091.00;21678.00;0.71;2336.00;0.43;0.95;2007.00
DH 216 A_2.jpg:0015-1716;267495.00;8485161.00;1200495.00;65354.00;8479021.00;1188811.00;12587.00;23077.00;0.79;1806.00;0.55;0.97;2007.00
DH 216 A_2.jpg:0016-1715;171158.00;8527227.00;1199810.00;52357.00;8522378.00;1189510.00;10490.00;19580.00;0.79;1867.00;0.54;0.95;2007.00
DH 216 A_2.jpg:0017-1715;123722.00;8514040.00;1199169.00;46423.00;8510490.00;1190210.00;7692.00;18182.00;0.72;2425.00;0.41;0.96;2007.00
DH 216 A_2.jpg:0018-1713;79710.00;8539253.00;1197934.00;36972.00;8535664.00;1190210.00;6993.00;15385.00;0.73;2205.00;0.45;0.92;2007.00
DH 216 A_2.jpg:0001-2090;630838.00;8425721.00;1462220.00;100108.00;8412587.00;1447552.00;27972.00;27972.00;0.79;1197.00;0.84;0.95;2007.00
DH 216 A_2.jpg:0002-2090;533522.00;8454443.00;1461930.00;90897.00;8442657.00;1448252.00;25874.00;26573.00;0.81;1258.00;0.80;0.95;2007.00
DH 216 A_2.jpg:0003-2089;448433.00;8480214.00;1461291.00;83325.00;8468531.00;1448252.00;23077.00;25874.00;0.81;1405.00;0.71;0.95;2007.00
DH 216 A_2.jpg:0004-2091;327155.00;8501636.00;1462160.00;74594.00;8492308.00;1449650.00;18182.00;25874.00;0.74;1964.00;0.51;0.94;2007.00
DH 216 A_2.jpg:0005-2094;163333.00;8528546.00;1464604.00;61328.00;8524476.00;1451049.00;7692.00;26573.00;0.55;3692.00;0.27;0.92;2007.00
DH 216 A_2.jpg:0006-2092;168223.00;8516964.00;1462610.00;55733.00;8511888.00;1451748.00;9091.00;23077.00;0.68;2686.00;0.37;0.95;2007.00
DH 216 A_2.jpg:0007-2095;174581.00;8538533.00;1465496.00;62317.00;8534266.00;1451748.00;8392.00;27273.00;0.57;3639.00;0.28;0.92;2007.00
DH 216 A_2.jpg:0008-2094;186806.00;8549804.00;1463873.00;60579.00;8544755.00;1452448.00;9091.00;24476.00;0.64;2888.00;0.35;0.95;2007.00
DH 216 A_2.jpg:0001-2226;796616.00;8430688.00;1557064.00;108260.00;8416084.00;1540559.00;30070.00;32867.00;0.85;1235.00;0.81;0.96;2007.00
DH 216 A_2.jpg:0002-2230;684141.00;8463858.00;1559557.00;102665.00;8449650.00;1544755.00;30070.00;29371.00;0.82;1308.00;0.76;0.95;2007.00
DH 216 A_2.jpg:0003-2231;464081.00;8492512.00;1560177.00;86701.00;8481119.00;1546154.00;21678.00;27972.00;0.78;1427.00;0.70;0.93;2007.00
DH 216 A_2.jpg:0004-2234;191696.00;8549827.00;1562232.00;67261.00;8544755.00;1548252.00;9790.00;27972.00;0.53;3370.00;0.30;0.92;2007.00
DH 216 A_2.jpg:0005-2234;356008.00;8514486.00;1563673.00;76232.00;8506993.00;1548951.00;15385.00;27273.00;0.77;1752.00;0.57;0.96;2007.00
DH 216 A_2.jpg:0006-2233;89980.00;8539351.00;1561075.00;51777.00;8536364.00;1550350.00;6294.00;23077.00;0.42;4673.00;0.21;0.88;2007.00
DH 216 A_2.jpg:0007-2238;151597.00;8530332.00;1565727.00;55733.00;8525874.00;1553846.00;9790.00;22378.00;0.61;3038.00;0.33;0.93;2007.00
DH 216 A_2.jpg:0008-2238;58683.00;8559645.00;1565029.00;40419.00;8557343.00;1555944.00;4895.00;18182.00;0.45;4385.00;0.23;0.88;2007.00
DH 216 A_2.jpg:0001-1371;544281.00;8526487.00;959174.00;91307.00;8513986.00;945455.00;25175.00;27273.00;0.82;1040.00;0.96;0.94;2008.00
DH 216 A_2.jpg:0002-1370;267495.00;8548705.00;958990.00;66103.00;8541958.00;946853.00;13986.00;23077.00;0.77;1797.00;0.56;0.95;2008.00
DH 216 A_2.jpg:0003-1372;204900.00;8563674.00;959173.00;62896.00;8558042.00;946853.00;11189.00;25175.00;0.65;2714.00;0.37;0.92;2008.00
DH 216 A_2.jpg:0004-1413;328133.00;8532894.00;988049.00;69889.00;8523776.00;977622.00;18182.00;20979.00;0.84;1236.00;0.81;0.95;2008.00
DH 216 A_2.jpg:0005-1413;280209.00;8552303.00;988009.00;65114.00;8544755.00;977622.00;14685.00;21678.00;0.83;1498.00;0.67;0.97;2008.00
DH 216 A_2.jpg:0006-1416;167734.00;8568528.00;991226.00;54914.00;8563636.00;979720.00;10490.00;21678.00;0.70;2409.00;0.42;0.92;2008.00
DH 216 A_2.jpg:0008-1454;453323.00;8539116.00;1017084.00;84723.00;8528671.00;1004196.00;20979.00;25874.00;0.79;1241.00;0.81;0.95;2008.00
DH 216 A_2.jpg:0010-1458;347205.00;8561009.00;1020443.00;77052.00;8553147.00;1006294.00;16084.00;26573.00;0.74;1770.00;0.57;0.95;2008.00
DH 216 A_2.jpg:0011-1459;220549.00;8577629.00;1020856.00;65283.00;8571329.00;1008392.00;13287.00;24476.00;0.65;2524.00;0.40;0.91;2008.00
DH 216 A_2.jpg:0001-1224;565798.00;8501238.00;856574.00;94683.00;8488811.00;841259.00;25175.00;30070.00;0.79;1628.00;0.61;0.96;2008.00
DH 216 A_2.jpg:0002-1224;415668.00;8524254.00;855696.00;80598.00;8513986.00;842657.00;19580.00;26573.00;0.80;1652.00;0.61;0.96;2008.00
DH 216 A_2.jpg:0003-1225;242066.00;8542597.00;856792.00;70299.00;8536364.00;844056.00;13287.00;25874.00;0.62;2637.00;0.38;0.91;2008.00
DH 216 A_2.jpg:0004-1272;376058.00;8529277.00;889621.00;77801.00;8519580.00;876923.00;18881.00;25874.00;0.78;1699.00;0.59;0.95;2008.00
DH 216 A_2.jpg:0005-1273;274830.00;8547549.00;890492.00;68660.00;8540559.00;877622.00;13986.00;25874.00;0.73;2157.00;0.46;0.94;2008.00
DH 216 A_2.jpg:0006-1274;403932.00;8510020.00;891479.00;80668.00;8500699.00;878322.00;19580.00;25874.00;0.78;1682.00;0.60;0.96;2008.00
DH 216 A_2.jpg:0008-1318;425938.00;8514921.00;921783.00;80528.00;8504196.00;909790.00;22378.00;24476.00;0.83;1214.00;0.82;0.95;2008.00
DH 216 A_2.jpg:0009-1317;381437.00;8538523.00;920623.00;76812.00;8527972.00;909790.00;20979.00;22378.00;0.81;1370.00;0.73;0.95;2008.00
DH 216 A_2.jpg:0011-1320;112475.00;8556598.00;923667.00;48401.00;8553147.00;913287.00;7692.00;19580.00;0.60;3036.00;0.33;0.92;2008.00
DH 216 A_2.jpg:0001-0758;753093.00;8480349.00;529576.00;113444.00;8467133.00;513287.00;27273.00;33566.00;0.74;1204.00;0.83;0.93;2008.00
DH 216 A_2.jpg:0002-0763;323732.00;8504142.00;534678.00;75483.00;8497203.00;518881.00;13287.00;29371.00;0.71;2159.00;0.46;0.95;2008.00
DH 216 A_2.jpg:0003-0765;173603.00;8518114.00;534454.00;67911.00;8514685.00;520280.00;7692.00;29371.00;0.47;4312.00;0.23;0.86;2008.00
DH 216 A_2.jpg:0004-0814;778033.00;8476766.00;569132.00;111057.00;8462937.00;552448.00;27273.00;33566.00;0.79;1231.00;0.81;0.95;2008.00
DH 216 A_2.jpg:0005-0817;293902.00;8500578.00;571636.00;75074.00;8495105.00;555944.00;11189.00;31469.00;0.66;2798.00;0.36;0.95;2008.00
DH 216 A_2.jpg:0006-0820;171158.00;8514214.00;573746.00;66752.00;8510490.00;559441.00;7692.00;28671.00;0.48;4346.00;0.23;0.89;2008.00
DH 216 A_2.jpg:0001-0262;445010.00;8516709.00;183610.00;82646.00;8506294.00;170629.00;20280.00;25874.00;0.82;1279.00;0.78;0.95;2008.00
DH 216 A_2.jpg:0002-0265;394640.00;8539824.00;185784.00;77052.00;8530070.00;173427.00;19580.00;23776.00;0.84;1294.00;0.77;0.95;2008.00
DH 216 A_2.jpg:0003-0265;111497.00;8556677.00;184646.00;50958.00;8553147.00;174825.00;7692.00;20979.00;0.54;3417.00;0.29;0.84;2008.00
DH 216 A_2.jpg:0004-0305;442564.00;8516135.00;213859.00;80428.00;8506294.00;200699.00;20280.00;25874.00;0.86;1225.00;0.82;0.96;2008.00
DH 216 A_2.jpg:0005-0307;334980.00;8539173.00;214612.00;71797.00;8530070.00;202797.00;18182.00;23776.00;0.82;1334.00;0.75;0.94;2008.00
DH 216 A_2.jpg:0006-0308;71886.00;8554129.00;215544.00;45024.00;8551748.00;205594.00;4895.00;20280.00;0.45;4763.00;0.21;0.88;2008.00
DH 216 A_2.jpg:0001-2241;641107.00;8642786.00;1567298.00;103654.00;8629371.00;1552448.00;27273.00;29371.00;0.75;1276.00;0.78;0.93;2009.00
